zip_code,lat,lon,city,state,county,type,state_full
75943,31.627693,-94.910970,DOUGLASS,TX,NACOGDOCHES,STANDARD,Texas
75944,31.354096,-94.387682,ETOILE,TX,NACOGDOCHES,PO BOX ONLY,Texas
75946,31.819321,-94.520618,GARRISON,TX,NACOGDOCHES,STANDARD,Texas
75947,31.373062,-93.821948,GENEVA,TX,SABINE,STANDARD,Texas
75948,31.307589,-93.784105,HEMPHILL,TX,SABINE,STANDARD,Texas
75949,31.229845,-94.509184,HUNTINGTON,TX,ANGELINA,STANDARD,Texas
75951,30.934425,-94.059580,JASPER,TX,JASPER,STANDARD,Texas
75954,31.904340,-94.048092,JOAQUIN,TX,SHELBY,STANDARD,Texas
75956,30.676367,-93.983123,KIRBYVILLE,TX,JASPER,STANDARD,Texas
75958,31.640001,-94.430002,MARTINSVILLE,TX,NACOGDOCHES,PO BOX ONLY,Texas
75959,31.512307,-93.861730,MILAM,TX,SABINE,STANDARD,Texas
75960,30.912856,-94.865672,MOSCOW,TX,POLK,STANDARD,Texas
75961,31.558363,-94.504772,NACOGDOCHES,TX,NACOGDOCHES,STANDARD,Texas
75962,31.619872,-94.647079,NACOGDOCHES,TX,NACOGDOCHES,UNIQUE,Texas
75963,31.609999,-94.650002,NACOGDOCHES,TX,NACOGDOCHES,STANDARD,Texas
75964,31.631743,-94.740721,NACOGDOCHES,TX,NACOGDOCHES,STANDARD,Texas
75965,31.723322,-94.628589,NACOGDOCHES,TX,NACOGDOCHES,STANDARD,Texas
75966,30.827970,-93.714444,NEWTON,TX,NEWTON,STANDARD,Texas
75968,31.252156,-93.954013,PINELAND,TX,SABINE,STANDARD,Texas
